pkid,name,dialplanwizardgenid,tkdistributealgorithm,tkqsig,islocalroutegroup,description
18f3042d-c41e-4458-139d-4016d883e6e3,FXF-STE-rg                  ,,2,4,f,
1af26f39-fda6-b10b-0542-a62c55d905e8,FXF-WFT-rg                  ,,2,4,f,
1cd2e0ea-9a4c-f337-7b43-e9eef2b63ae4,FXF-DOT-rg                  ,,2,4,f,
1ce346e9-febd-9520-9c41-c4960f8fc8b4,FXF-VLD-rg                  ,,2,4,f,
1e0f4f97-2c4c-c2e9-47ce-b2bc3206a72a,FXF-ODS-rg                  ,,2,4,f,
1f5d88a3-cf5a-9444-2b3c-073754d8e4e8,FXF-FED-rg                  ,,2,4,f,
20586d41-2d3b-0eba-6bf5-6927661729ac,FXF-EUG-rg                  ,,2,4,f,
20d9667f-efc8-8859-14e7-48b38bfcb11d,FXF-KMZ-rg                  ,,2,4,f,
5a9c7ba1-8c5d-bea7-c648-7acc046e6600,CAN-YYTA-pagging,,1,4,f,
22a548d7-3772-eeba-7d6f-e1c6d77708c5,FXF-LFK-rg                  ,,2,4,f,
23420026-0262-b60e-a92d-4321ca94ffde,FXF-ALB-rg                  ,,2,4,f,
235d8346-d9d3-9ac2-d7d6-f555fb15538f,FXF-MDL-rg                  ,,2,4,f,
23e68970-3c55-b03e-be5f-927da6dfb662,FXF-VCT-rg                  ,,2,0,f,
2613b9c5-4fdd-6ef8-54ac-c1417d46bd55,FXF-PRU-rg                  ,,2,0,f,
27af9f49-088a-6287-8199-162b31ee3777,FXF-TUP-rg                  ,,2,4,f,
27ea6457-b99a-2722-3f69-afe23ff73136,FXF-BRL-rg                  ,,2,0,f,
284cf58f-9757-8043-bf65-bc1f51b7d176,FXF-SHV-rg    ,,2,4,f,
2a2bcd70-8b28-fde4-c49f-91e1e07b355e,FXF-WMN-rg    ,,2,4,f,
2aff860c-76cf-7833-6cb7-b53cf5f13e67,FXF-PIT-rg    ,,2,4,f,
2b4316b6-4a0e-70e1-ee42-1baf5c366466,FXF-SYR-rg    ,,2,4,f,
2b96afa8-0354-3462-3cc1-4371a4d4c80c,FXF-AVO-rg    ,,2,4,f,
2b9a9b66-7ffe-fab0-86d2-3bf09120770b,FXF-NEW-rg    ,,2,4,f,
2bfa41da-70e2-39b4-2004-6413d6cff526,FXF-SLV-rg    ,,2,4,f,
2d82c40b-5505-6d4b-6cbb-8f9628057b37,FXF-EAU-rg    ,,2,4,f,
2ecf333b-b1a3-add1-6d87-1ee22f8d4516,FXF-PLB-rg    ,,2,4,f,
2f4217c7-68a4-19dc-24c6-bde8c78d19fb,FXLG-CHA-rg,,1,4,f,
2fab7d40-85e8-00d4-ded9-c8fb700ce87d,FXF-LAF-rg    ,,2,4,f,
304ea232-811a-9bb5-e53f-eeef67e8e920,FXF-MOT-rg    ,,2,4,f,
307b41a7-7e9c-28ee-17fd-6a081304fe56,FXF-GWS-rg    ,,2,4,f,
30acf459-b02d-8b0b-e188-c24599775d25,FXF-FLG-rg    ,,2,4,f,
328b4e60-8c02-64c4-53c8-ec79a5be7fb9,FXF-NKY-rg    ,,2,4,f,
33282ea6-79fd-895e-3900-24f587413f7e,FXF-BRY-rg    ,,2,0,f,
338ac012-8895-e243-24de-a8c8998c850d,FXF-LVW-rg    ,,2,4,f,
34a0226c-e395-732f-b299-73dc68eb300c,FXF-RNJ-rg    ,,2,4,f,
34c1c803-3144-ecfb-b680-63c13732e3d3,FXF-KNX-rg    ,,2,4,f,
3674a651-9fcc-4be6-7837-1caa427f9a03,FXF-STR-rg    ,,2,4,f,
36ec2c13-6188-712e-613a-485a30350e3d,FXF-SBM-rg    ,,2,4,f,
3ad7e021-dde4-15c8-f042-f5ab312c25ca,FXF-TUL-rg    ,,2,4,f,
3c3f85b3-884e-ea0c-23e1-030880525a7a,FXF-MAU-911-rg,,1,0,f,
3c80dc19-d4ce-48b8-4958-47ab916bc22b,FXF-HOB-rg    ,,2,4,f,
3d24e9a5-75a6-4c4e-c586-b3733fcaaaa3,FXF-LBL-rg       ,,2,0,f,
3dce55ac-2d21-5d68-b2f8-1c4a56d889da,FXF-ATO-rg       ,,2,4,f,
3e931cd2-4142-f460-5973-5488e1bad819,FXF-HTS-rg       ,,2,0,f,
3ea89b55-04c8-51ff-5a93-a7437f4d025c,FXF-NOG-rg       ,,2,4,f,
3f995305-cfd3-4ba5-bc42-7a8cff4284d4,FXF-SFL-rg       ,,2,4,f,
40a7a6f4-99b1-bee6-241c-8807805826ae,FXF-FAY-rg       ,,2,4,f,
41152d19-fdc6-6451-745e-b8a2e77b2b51,FXF-IMT-rg       ,,2,0,f,
411eb008-3bc7-d9f1-1ce2-fbd68491b7e4,FXF-HMT-rg       ,,1,0,f,
412dd53a-ea1e-8c97-116f-71e03f8b8524,FXF-MCW-rg       ,,2,4,f,
42342aca-2950-1786-66c8-246fa611f43f,FXF-CGY-rg       ,,1,4,f,
43c2bfd2-0e54-bab6-9ba8-a021481786f8,FXF-NHC-rg       ,,2,4,f,
45e1d1d5-fa83-fd62-6e67-7d45e0e973b9,FXF-EPH-rg       ,,2,4,f,
46868c00-92d6-3257-fb7a-23c356dd0c36,FXF-LVS-rg       ,,2,4,f,
1f2bdfc8-b9b5-8c10-1d0e-87065dbd591c,FXE-FIELD-A-GCCA-rg,,1,0,f,
47c90f66-9a25-706e-4567-b3109d521e31,FXF-WLI-rg       ,,2,4,f,
4817b2df-8140-f769-7790-ba4c24db2521,FXF-EAB-ATTSME-rg,,1,4,f,
4825aea5-7117-c560-689f-736501d78d54,FXF-LCH-rg       ,,2,4,f,
4a957769-c793-e582-f67e-ab1a5073ead6,FXF-MNT-rg       ,,2,4,f,
4b80c365-d7b1-7026-796e-a8fad77f12b7,FXF-TER-rg       ,,2,4,f,
4bd42845-c93f-26de-d1f5-719801c29d8d,FXF-COU-rg       ,,2,4,f,
4c247bd7-55cd-64df-6beb-8723d4d099f5,FXF-EBO-rg       ,,2,4,f,
4eb31722-e48c-106f-3446-c872770f3359,FXF-RSG-rg       ,,2,4,f,
50a8f401-ab32-11ba-870b-3a7f63be2194,FXF-SFV-rg       ,,2,4,f,
5192a2b1-b13a-81c0-7021-1ce360a554db,FXF-WNY-rg       ,,2,4,f,
53513c56-78ad-fa80-0bb1-e762e5b96c75,FXF-STC-rg       ,,2,4,f,
54bda592-7f9b-9f50-3030-5cf0bb0f36d1,FXF-NPX-rg,,2,0,f,
561e8404-59ca-e05b-e0e7-8c152c8ce6e7,FXF-KPT-rg,,2,4,f,
57562e23-8bac-afff-575c-4e28f67d41f1,FXF-PKB-rg,,2,4,f,
57e1ba7d-47e1-9a5e-f42a-de3f9a334017,FXF-BOS-rg,,2,4,f,
57f617c9-70dc-3f31-5b52-96a679834145,FXF-JAX-rg,,2,4,f,
586e5ade-a8ee-2e7e-cbe1-ff44d7155df8,FXF-CHV-rg,,2,0,f,
5a35bc9f-b3da-33d1-4fed-df616cfe2ad2,FXF-ENI-rg,,2,0,f,
5d026eb0-780a-35df-d22b-84992d02c8a8,FXF-WCO-rg,,2,4,f,
5db81383-8957-b03b-8e19-de51f4e24f91,FXF-SLN-rg,,2,0,f,
5e3b3eea-700f-d0cd-adf8-7e55eb90a112,FXF-WTO-rg,,1,4,f,
5ed56a79-3227-0867-ad19-95ccefbd1a16,FXF-CJE-rg,,2,4,f,
60176b5f-d2af-af0b-4386-1ee20b649b45,FXF-MVN-rg,,2,0,f,
6050be75-c96f-777e-4fca-a17fb233fa73,FXF-GVN-rg,,2,4,f,
60c616fc-2eb1-3256-559a-6ed3ba6d7508,Voicemail,,1,4,f,
6210da98-bc34-3d1d-21ee-4ea748063da8,FXF-MSN-rg,,2,4,f,
637a1618-a989-0e56-9114-df44e66fdbe8,FXF-SUX-rg,,2,4,f,
6427dc02-8dc6-98e4-1210-0e7572cdfa69,FXF-NEA-rg,,2,4,f,
69c92a65-122c-fdc0-8081-81de478b3720,FXF-ZON-rg,,2,4,f,
6cba56d8-a43a-1165-da74-7a80b7c6c46c,FXF-ONG-rg,,2,4,f,
6fd29519-8ebd-b1f1-7669-704c8118ecf2,FXF-YUM-rg,,2,4,f,
7058337f-5ccf-4e80-cc47-79ce882f7c45,FXF-CSR-rg,,2,4,f,
73f41d9b-b0e2-21ee-1bff-640768b582ab,FXF-LAW-rg,,2,0,f,
747d5a11-15b1-77d4-1c4b-b71987f59467,FXF-EKA-rg,,2,4,f,
74f1fe22-728e-3144-7dce-5f8a09b2c4d7,FXF-MSL-rg,,2,4,f,
75f764c1-df3e-b5d5-912b-96583e6ad328,FXF-SNO-rg,,2,4,f,
761a41a9-24ba-ef6c-5c7c-9150d46d8e5e,FXF-FLO-rg,,2,4,f,
76aec935-8128-230a-695c-d931144eeed8,FXF-HRL-rg,,2,4,f,
7b99f142-1e57-721b-4b30-b9a976b0f503,FXF-PST-rg,,2,0,f,
7bd882b9-f0f7-e3c2-2141-5bf8bc282d83,FXF-CTH-rg,,2,4,f,
7c3c5e73-f007-fa4e-4cb6-796a797c9fa4,FXF-VBE-rg,,2,4,f,
7e96090c-ba22-b8b2-a978-e4fb04d27efe,FXF-MGM-rg,,2,4,f,
7eca19b0-5074-92f0-deeb-8ee3f29a76bf,FXF-WNJ-rg,,2,4,f,
7ef821c3-5d98-7938-db43-59bb3cc5c013,FXF-ALX-rg,,2,0,f,
80f41ade-b709-0074-fa93-82866de8032b,FXF-ELK-rg,,1,4,f,
814330e4-555b-33e9-4e9c-7b6f0689815a,FXF-ARN-rg,,1,4,f,
8246d793-fa62-5be7-3b4c-ba949d9e375b,FXF-DSM-rg,,2,4,f,
82710b89-cc85-335d-dce4-fad642ca20f6,FXF-ABI-rg,,2,4,f,
830e7ac1-4a27-cfa5-10cb-77f127baa20c,FXF-TUC-rg,,2,4,f,
84bcdc25-c57e-58fb-6a28-854dd7d9faf1,FXF-RSP-rg,,1,0,f,
8544aa89-5e87-97e0-e02e-f5df9823a756,FXF-POC-rg,,2,4,f,
85607282-1166-087f-0a4c-6912ab61b732,FXF-HOT-rg,,2,0,f,
86588747-60d5-85d9-44f0-aca532e59a9e,FXF-BND-rg,,2,4,f,
86f4af40-8720-23c5-964e-386fc9e0f897,FXF-NSP-rg,,2,4,f,
889179ce-59de-8141-6b7f-555c341b6c63,FXF-GNA-rg,,2,0,f,
89ac7bd6-aac2-1e4e-192e-77eb142aa7ac,FXF-BSE-rg,,2,4,f,
89edec73-23fe-b8a2-469a-c2632ea0697b,FXF-LEX-rg,,2,4,f,
8c44a591-ca1e-8ace-d0ec-ca7534d3995f,FXF-PLD-rg,,2,4,f,
8d181617-1328-3c0e-8d09-b2410d98a677,FXF-ZZV-rg,,2,4,f,
8fd007ee-3406-f235-3332-8ae4a13eb47b,FXF-PCA-rg         ,,2,4,f,
9143a4a1-bf3b-ae05-79c9-3657cdb6473d,FXF-DTR-rg         ,,2,4,f,
924bcc50-2cfc-a811-92eb-7d727a01e8ba,FXF-PHN-rg         ,,2,4,f,
934a2cf7-af8c-9d79-ebcd-65a4ae247831,FXF-ANH-rg         ,,2,4,f,
93b2e405-acaf-4d53-a8a7-0d4f02e85cc5,FXLG-RVW-MGCP-rg   ,,2,0,f,
94ff9e90-7f37-42a3-0a63-a655341d9de7,FXF-FWA-rg         ,,2,4,f,
954739e5-c4e2-c476-eaa3-614848dea503,FXF-TWF-rg         ,,2,0,f,
97903b54-176c-2d70-d69b-76cbe562cf7b,FXF-GLR-rg         ,,2,4,f,
97d801dd-0d40-2a36-5d2b-4be03a046267,FXF-OTW-rg         ,,1,4,f,
97fbe8b2-c35b-841e-896e-1577812b4804,FXLG-Voicemail,,1,4,f,
98b96ee5-b302-b422-e669-4ed2f3b471e5,FXF-HBG-rg         ,,2,4,f,
99075371-8e87-1e59-d148-eaa3461d26d9,FXF-IVN-rg         ,,2,4,f,
99e51c19-8c0c-6813-00d4-4923f9507dbf,FXF-WBA-rg         ,,2,4,f,
9af4f857-2430-3c89-913c-6c4db949f227,FXF-TAC-rg         ,,2,4,f,
9af758ab-5eef-e7e7-b831-1ac33b13ad13,FXF-RAP-rg         ,,2,4,f,
9d5f8c0c-2d5c-2069-2596-53dc63bec42f,FXF-PHL-rg         ,,2,4,f,
9ddbd540-5b39-7f9f-29e4-b40ed88a581a,FXF-MFD-rg         ,,2,4,f,
9f170f63-90b3-e9c6-5ae5-0f1cc8399a77,FXF-AUR-rg         ,,2,4,f,
9f443315-dba3-e123-5193-dff63dc91630,FXF-STK-rg         ,,2,0,f,
a040672e-fbd3-f487-fa86-fa83a3412b89,FSC-FTWS-rg        ,,2,0,f,
a07b5639-a446-eb45-d0aa-17b92f4e4a17,FXF-SAV-rg         ,,2,4,f,
a0cd86e9-9036-2ead-236a-69fa00a3fdf7,FXF-SJM-rg         ,,2,4,f,
a110e822-2512-295e-4002-48d9be632997,FXF-GLD-rg         ,,2,0,f,
a13a0bc5-c15c-88f0-1688-b21deb019ad9,FXS-EGW-ECRC-SIP-rg,,2,4,f,
a203f127-45b6-2cd1-d133-028a82beee20,FXF-EVT-rg          ,,2,4,f,
a26db8d4-f6f3-137f-4a55-984cf2442414,FXF-OXN-rg          ,,2,4,f,
a2b9541d-fad3-1afe-aaf1-0e31e772f4e4,FXF-CHA-rg          ,,2,4,f,
a33c8cf7-50b0-4743-a20b-bad204789ec9,FXF-HWO-rg          ,,2,4,f,
a44a8bdd-914b-08c8-afcb-6cba1133ccd3,FXF-MAU-MGCP-rg     ,,2,0,f,
a4b20757-3a17-0d08-40e1-73d4b6480df1,FXF-GRI-rg          ,,2,4,f,
a5336a27-3442-1602-45cb-968df4c508fe,FXF-MOD-rg          ,,2,4,f,
a62c6a7a-e926-77b8-8315-05b167c5e5e4,FXF-DPL-rg          ,,2,4,f,
a639079b-8056-547f-df6d-11addd6f78f2,FXF-WPB-rg          ,,2,4,f,
a78aa864-6432-3dbc-5e45-74d9acaf83a1,FXF-JOP-rg          ,,2,4,f,
a87594f8-9198-26da-c0aa-a69200733da5,FXF-KKE-rg          ,,2,4,f,
a8dde92c-2be6-aabb-9c97-6a9af61001ba,FXLG-WIN-MGCP-rg    ,,1,0,f,
a8e0d385-2c34-1367-753b-f3c558c8afe8,FXLG-VAN-MGCP-rg,,1,0,f,
aa041541-f9fb-fa5d-7ce6-920f98180bdf,FXF-SED-rg          ,,2,4,f,
aa3c28da-2ccc-3012-f264-533eca161b0f,FXLG-MMP-MGCP-rg    ,,1,0,f,
aa908b76-ccff-449c-fbaa-79040be2d991,FXF-MEM-rg          ,,2,0,f,
aada146d-987f-2565-ee95-9c65590d2dd9,FXF-CNG-rg          ,,2,0,f,
ab0e6faf-4c8e-0ff9-a35e-08633325038f,FXF-GAR-rg          ,,2,4,f,
ac6d395e-0fdf-b6b6-3c88-629dca25ead3,FXF-RFD-rg          ,,2,4,f,
acaa53ac-ee84-cc96-44d2-3df31adda07a,FXF-AGS-rg          ,,2,4,f,
acfe5bc2-224f-b7a2-e659-dbdda12e14c5,FXF-FXCC-ATTLOCAL_rg,,1,0,f,
ad52f82d-94e6-26cc-2fe2-d75604cf9f33,FXF-CLR-rg          ,,2,4,f,
ad73137c-f9fe-efea-eef6-6073ae8d5138,FXF-CHS-rg          ,,2,4,f,
af6b13cc-1cf6-5fa5-c380-5be0868a95ee,FXLG-OSG-MGCP-rg    ,,1,0,f,
b17c3301-fe33-f6fa-08f9-79afbaaac920,FXLG-DAL-MGCP-rg    ,,1,0,f,
b1f1e996-e3eb-266e-9d30-780c8f201607,FXF-NHS-rg,,2,4,f,
b2e01200-abcf-eb66-9435-1aff0f7ab71f,FXF-SGO-rg   ,,2,4,f,
b58a0a01-0315-b43b-835d-ce4264b4126a,FXF-STN-rg   ,,2,4,f,
b60aac53-3828-5398-b669-678982555031,FXF-SLO-rg   ,,2,4,f,
b6219acd-1a5c-e4bb-4265-8bce7ba24f21,FXF-RED-rg   ,,2,4,f,
b67c123b-8d08-0214-98dd-107669ad102e,FXF-CKB-rg   ,,2,4,f,
b7727727-4a4a-f3a4-b2af-37086784319c,FXF-KTL-rg   ,,2,4,f,
b77fd5bb-1fb3-b415-b8b4-45ec8e7300a5,FXF-DLH-rg   ,,2,4,f,
bb6fb9a1-ee09-e325-1919-6d1dbf9d1145,FXF-MPV-rg   ,,2,4,f,
bd396754-199b-97b8-92b7-9e8e23a33c5e,FXF-NSD-rg   ,,2,4,f,
bdb92007-5f68-77e5-4aa4-21c6e9fbac31,FXF-NOL-rg   ,,2,4,f,
be1d9b1f-525f-90de-3930-7dd6d03cddf7,FXF-LON-rg   ,,2,4,f,
bed2d7de-132b-4308-dfa7-5b8e26764e11,FXF-MCN-rg   ,,2,4,f,
bf6dcfd7-63e1-8ffd-938e-b4e65ed412ed,FXF-DRS-rg   ,,2,4,f,
c164f664-3be2-efbc-1032-0662abf3a12c,FXF-FNT-rg   ,,2,4,f,
c186a669-17cb-5ffc-0758-360918cd87b1,FXF-WSP-rg   ,,2,0,f,
c22df0c5-6e0f-d62a-6d08-b72f148691e1,FXF-MAN-rg   ,,2,4,f,
c2305c91-3829-055b-8836-24e9c8fa85b5,FXF-CRB-rg   ,,2,4,f,
c56c4bfe-f7cd-abb4-29e9-01e7ff11380b,FXF-BNH-rg   ,,2,4,f,
c57345d0-eee1-ffda-56d0-53ff461140d5,FXF-VNL-rg   ,,2,4,f,
c5799dd8-5139-af3a-5b21-f581938f4d71,FXF-FAR-rg   ,,2,4,f,
c6ef4bd1-b572-812b-9f0d-2003d2a1a907,FXF-LNK-rg   ,,2,4,f,
c71a4252-8dce-8d66-fe39-612f26357c09,FXF-SLM-rg   ,,2,4,f,
c7bb6e1d-a9af-a11f-8efd-07572de6f014,FXF-NHU-rg   ,,2,4,f,
c996fe86-895d-ae76-f43e-cc6966575bba,FXF-ABY-rg       ,,2,0,f,
cb42cfb1-5b6d-e524-7404-1528bf3bda77,FXF-CIN-rg       ,,2,4,f,
cceb3991-dbe4-a307-c357-96b187646607,FXF-NAT-rg       ,,2,4,f,
cd1511fe-7e00-68ca-31a5-a17e4ac90218,FXF-SBR-rg       ,,2,4,f,
cd660716-c7c9-9a93-c0ad-9117ac03e4cb,FXF-JXN-rg       ,,2,4,f,
cf8d5a9b-65ce-6e81-fbb2-6480cb1565bb,FXF-BIS-rg       ,,2,4,f,
cf999403-96e5-18c0-937a-be03df50b3d6,FXF-KNG-rg       ,,2,4,f,
d0efbe2c-d361-e949-376b-3b9b0de588cd,FXF-BMT-rg       ,,2,4,f,
d117ac4f-edd9-1a15-a13e-4390349e6c69,FXF-FCY-rg       ,,2,0,f,
d144dc39-f1fd-8439-811e-3b48fec96e54,FXF-ROA-rg       ,,2,4,f,
d1b7684c-290e-aa9d-3c90-3ee2c3bf0f77,FXF-DRT-rg       ,,2,4,f,
d1e82d4c-32df-3e9d-241a-4ccdd615334a,FXF-FXCC-ATTLD_rg,,1,0,f,
d449a41a-b3cb-3fe5-1d64-63c45de9d79c,FXF-LUG-rg       ,,2,0,f,
d7bda344-54f8-b718-63aa-6fb6034f080d,FXF-RNO-rg       ,,2,4,f,
d7d1cec3-93ee-d3c0-c530-0c913741a434,FXF-TOP-rg       ,,2,4,f,
d87e77c9-283a-0e23-e43a-27a79a70f058,FXF-SJU-ATTSME-rg,,1,4,f,
d9f05c1e-223f-fe5f-2af1-d4ea4e1f2d07,FXF-BLY-rg       ,,2,0,f,
db0ca71c-eb49-9641-6938-e8f5d2eff8de,FXF-MED-rg       ,,2,4,f,
db9ba412-cf7d-b934-57b2-074849543286,FXF-JKT-rg       ,,2,4,f,
df13e0ca-bfd4-8210-55ad-2d7cf194719b,FXF-OWA-rg       ,,2,4,f,
df3423cb-e3dd-554f-1491-a05c38102746,FXF-DBQ-rg       ,,2,4,f,
dff7298e-d1ef-8506-b2bd-753501fde875,FXF-WMR-rg       ,,2,4,f,
e19107b4-0a64-b435-db3b-21411faf78b1,FXF-EAB-rg       ,,1,4,f,
e1bfbaa8-407f-6751-222d-73d07c489373,FXF-CRP-rg             ,,2,4,f,
e21be786-2824-d949-85ca-9067eb4afdd0,FXF-GBD-rg             ,,2,0,f,
e3f15781-ff3c-8362-3b77-5e0c8fea1787,FXF-QCY-rg             ,,2,4,f,
e4620a85-96bf-45e7-a260-d62ca9856fda,FXF-SJU-LocalGW-rg,,1,4,f,
e4d3100d-4021-b411-5292-d520ae6ee171,FXF-HRO-WSTREAMLOCAL-rg,,1,0,f,
e4ffa1c7-d838-fef5-3c74-26387934a3b6,FXF-WNP-rg             ,,2,4,f,
e66c8744-53a7-7753-7eff-f0765f0e484d,FXF-WPT-rg             ,,2,4,f,
e93cc9b8-c143-1aba-360b-a47a146fa09e,FXF-PAS-rg             ,,2,4,f,
e9a91beb-9e96-8d23-c069-9ecba2eec7c0,FXF-WNZ-rg             ,,2,4,f,
ea159368-097e-4914-3c90-7d05ca5e7ab1,FXF-TYR-rg             ,,2,4,f,
ebf22ea9-1675-2510-83ef-0a136a15b747,FXF-ETO-rg             ,,1,4,f,
ecacf02c-e24b-aa71-6526-3eadeac177d1,FXF-LFT-rg             ,,2,4,f,
ed099f0e-9660-6b8e-7c26-a7a116892428,FXF-SPO-rg             ,,2,4,f,
ed911580-9b69-8eab-01c8-607eb45bd547,FXF-HMS-rg             ,,2,4,f,
ee1c70b9-7c47-bb3f-8eaf-c3c11a2d2c0d,FXF-MOB-rg             ,,2,4,f,
ef2a4d0f-294a-9a59-b5d5-a1335e05a55e,FXF-CAD-rg             ,,2,4,f,
ef6dd515-20bb-f706-69cf-6ae306d3272e,FXF-BWG-rg             ,,2,4,f,
ef81672c-0c6d-496c-2af2-4a161ea56d5e,FXF-SDO-rg             ,,2,4,f,
f02026a1-2fe3-95b4-c572-7fa0346736ae,FXF-PBF-rg             ,,2,4,f,
f3199c6b-ec75-3245-cce7-ec37a8d0173e,FXF-HKY-rg             ,,2,4,f,
f4559288-2edb-5a78-b200-1d531eeb1f3e,FXF-DCU-rg             ,,2,4,f,
f5f96a81-5ce0-1485-77f7-f4f096c9a86a,FXF-ALT-rg             ,,2,4,f,
f724affb-1e42-69b8-52ae-1849632ee841,FXF-ANB-rg             ,,2,4,f,
f81fdaab-bb6d-671e-b1a8-29a4600fc2cc,FXF-BHM-rg             ,,2,4,f,
f93948e0-4d14-ad13-53e6-ef740deeb936,FXF-OCF-rg             ,,2,4,f,
f9414bd6-e477-42dd-f00c-adfe458da3f2,FXF-OTM-rg      ,,2,4,f,
f9971620-0731-3f82-e693-4845bf08b591,FXF-CRW-rg      ,,2,4,f,
f9f5a4a2-7e72-735d-4744-9c0ad10fcdad,FXF-PVD-rg      ,,2,4,f,
fd161b2e-1db3-45bd-56f2-9a6777f71ecf,FXF-BLS-rg      ,,2,4,f,
fd4a161d-0b4c-72f8-5d0d-cd619a5b95ad,FXF-BTE-rg      ,,2,4,f,
fd8eb107-5c25-df98-cef7-9263a1ced70f,FXF-NPL-rg      ,,2,4,f,
fe048cb0-b950-16bd-f342-921ff7a726ca,FXLG-TYN-MGCP-rg,,1,0,f,
feb0b45a-c308-dd80-de83-cee43f74e7f5,FXF-BUF-rg      ,,2,4,f,
fedb1b1f-d5b0-7153-3544-1b5ea907ed3b,FXF-NDA-rg      ,,1,4,f,
0f7ad288-6028-911b-8fcb-c7fe6e50e71a,FXE-FIELD-A-BHMRT-rg,,1,0,f,
0032373d-c1d3-2f16-0379-8c6c805d5f3b,FXE-FIELD-A-GTVA-rg,,1,0,f,
3326c9db-73bb-8176-9ee0-40f6e68928f9,FXE-FIELD-A-BAFA-rg,,1,0,f,
60cda62c-acd3-21a0-7280-611ac67da4cd,FXE-FIELD-A-BCBVM-rg,,2,0,f,
3170a3ff-d084-2297-21a6-8255ed7f624d,FXE-FIELD-A-BLVA-rg,,2,0,f,
6b9b1600-5088-a222-a331-dc4f6230b463,PSPA_Local-T1_rg,,2,0,f,
